Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2340        -331.9282    -335.2750       3.3468   354.7
1.2345        -331.9208    -335.3349       3.4140   361.8
1.2350        -331.9132    -335.3641       3.4509   365.7
1.2355        -331.9045    -335.3529       3.4484   365.5
1.2360        -331.8953    -335.3087       3.4134   361.7
1.2365        -331.8857    -335.2523       3.3666   356.8
1.2370        -331.8771    -335.2106       3.3335   353.3
1.2375        -331.8694    -335.2025       3.3331   353.2
1.2380        -331.8626    -335.2329       3.3703   357.2
1.2385        -331.8567    -335.2909       3.4342   363.9
1.2390        -331.8510    -335.3539       3.5029   371.2
1.2395        -331.8454    -335.3955       3.5501   376.2
1.2400        -331.8392    -335.3938       3.5545   376.7
1.2405        -331.8324    -335.3413       3.5090   371.9
1.2410        -331.8248    -335.2503       3.4255   363.0
1.2415        -331.8174    -335.1499       3.3326   353.2
1.2420        -331.8103    -335.0740       3.2636   345.9
1.2425        -331.8053    -335.0492       3.2439   343.8
1.2430        -331.8011    -335.0808       3.2797   347.6
1.2435        -331.7979    -335.1538       3.3558   355.6
1.2440        -331.7951    -335.2368       3.4417   364.7
1.2445        -331.7916    -335.2953       3.5037   371.3
1.2450        -331.7871    -335.3053       3.5182   372.8
1.2455        -331.7823    -335.2619       3.4796   368.8
1.2460        -331.7769    -335.1767       3.3998   360.3
1.2465        -331.7712    -335.0738       3.3026   350.0
1.2470        -331.7658    -334.9839       3.2181   341.0
1.2475        -331.7614    -334.9335       3.1721   336.2
1.2480        -331.7580    -334.9335       3.1755   336.5
1.2485        -331.7557    -334.9769       3.2212   341.4
1.2490        -331.7537    -335.0399       3.2862   348.3
1.2495        -331.7514    -335.0924       3.3409   354.1
1.2500        -331.7481    -335.1082       3.3601   356.1
1.2505        -331.7445    -335.0726       3.3281   352.7
1.2510        -331.7397    -334.9856       3.2459   344.0
1.2515        -331.7341    -334.8678       3.1337   332.1
1.2520        -331.7282    -334.7547       3.0266   320.7
1.2525        -331.7226    -334.6866       2.9640   314.1
1.2530        -331.7188    -334.6934       2.9746   315.2
1.2535        -331.7167    -334.7758       3.0592   324.2
1.2540        -331.7153    -334.9020       3.1867   337.7
1.2545        -331.7137    -335.0200       3.3063   350.4
1.2550        -331.7096    -335.0836       3.3739   357.6
1.2555        -331.7040    -335.0767       3.3728   357.4
1.2560        -331.6964    -335.0157       3.3192   351.8
1.2565        -331.6895    -334.9405       3.2511   344.5
1.2570        -331.6832    -334.8901       3.2069   339.9
1.2575        -331.6785    -334.8899       3.2114   340.3
1.2580        -331.6746    -334.9437       3.2691   346.5
1.2585        -331.6714    -335.0377       3.3663   356.8
1.2590        -331.6683    -335.1442       3.4759   368.4
1.2595        -331.6652    -335.2328       3.5676   378.1
1.2600        -331.6616    -335.2783       3.6167   383.3
1.2605        -331.6575    -335.2691       3.6116   382.7
1.2610        -331.6533    -335.2083       3.5550   376.7
1.2615        -331.6489    -335.1113       3.4624   366.9
1.2620        -331.6440    -335.0029       3.3588   356.0
1.2625        -331.6401    -334.9147       3.2746   347.0
1.2630        -331.6369    -334.8742       3.2374   343.1
1.2635        -331.6356    -334.8953       3.2597   345.5
1.2640        -331.6353    -334.9662       3.3308   353.0
1.2645        -331.6359    -335.0543       3.4185   362.3
1.2650        -331.6354    -335.1194       3.4839   369.2
1.2655        -331.6337    -335.1350       3.5014   371.1
1.2660        -331.6313    -335.0983       3.4670   367.4
1.2665        -331.6288    -335.0240       3.3952   359.8
1.2670        -331.6264    -334.9358       3.3094   350.7
1.2675        -331.6242    -334.8583       3.2341   342.7
1.2680        -331.6229    -334.8097       3.1868   337.7
1.2685        -331.6221    -334.7955       3.1734   336.3
1.2690        -331.6221    -334.8100       3.1879   337.8
1.2695        -331.6218    -334.8373       3.2154   340.8
1.2700        -331.6218    -334.8603       3.2385   343.2
1.2705        -331.6209    -334.8620       3.2411   343.5
1.2710        -331.6193    -334.8346       3.2153   340.7
1.2715        -331.6173    -334.7806       3.1633   335.2
1.2720        -331.6153    -334.7085       3.0933   327.8
1.2725        -331.6123    -334.6318       3.0194   320.0
1.2730        -331.6098    -334.5685       2.9587   313.6
1.2735        -331.6080    -334.5307       2.9227   309.7
1.2740        -331.6063    -334.5169       2.9106   308.5
1.2745        -331.6044    -334.5162       2.9118   308.6
1.2750        -331.6019    -334.5173       2.9154   309.0
1.2755        -331.5986    -334.5129       2.9143   308.8
1.2760        -331.5944    -334.5026       2.9081   308.2
1.2765        -331.5897    -334.4927       2.9031   307.7
1.2770        -331.5846    -334.4906       2.9060   308.0
1.2775        -331.5796    -334.5013       2.9217   309.6
1.2780        -331.5740    -334.5276       2.9536   313.0
1.2785        -331.5683    -334.5704       3.0021   318.2
1.2790        -331.5622    -334.6259       3.0637   324.7
1.2795        -331.5564    -334.6862       3.1298   331.7
1.2800        -331.5497    -334.7377       3.1880   337.9
1.2805        -331.5422    -334.7729       3.2307   342.4
1.2810        -331.5339    -334.7963       3.2624   345.7
1.2815        -331.5262    -334.8202       3.2940   349.1
1.2820        -331.5191    -334.8494       3.3303   352.9
1.2825        -331.5123    -334.8777       3.3654   356.7
1.2830        -331.5052    -334.8948       3.3895   359.2
1.2835        -331.4981    -334.8969       3.3988   360.2
1.2840        -331.4905    -334.8869       3.3964   359.9
1.2845        -331.4841    -334.8687       3.3846   358.7
1.2850        -331.4782    -334.8383       3.3601   356.1
1.2855        -331.4714    -334.7901       3.3187   351.7
1.2860        -331.4638    -334.7290       3.2652   346.0
1.2865        -331.4562    -334.6739       3.2177   341.0
1.2870        -331.4491    -334.6472       3.1980   338.9
1.2875        -331.4435    -334.6611       3.2176   341.0
1.2880        -331.4387    -334.7066       3.2679   346.3
1.2885        -331.4340    -334.7581       3.3242   352.3
1.2890        -331.4275    -334.7914       3.3640   356.5
1.2895        -331.4207    -334.8029       3.3822   358.4
1.2900        -331.4136    -334.7998       3.3861   358.9
1.2905        -331.4074    -334.7933       3.3859   358.8
1.2910        -331.4023    -334.7857       3.3834   358.6
1.2915        -331.3963    -334.7719       3.3755   357.7
1.2920        -331.3899    -334.7575       3.3676   356.9
1.2925        -331.3836    -334.7580       3.3744   357.6
1.2930        -331.3786    -334.7874       3.4087   361.2
1.2935        -331.3750    -334.8422       3.4672   367.4
1.2940        -331.3713    -334.9012       3.5298   374.1
1.2945        -331.3676    -334.9408       3.5732   378.7
1.2950        -331.3634    -334.9453       3.5818   379.6
1.2955        -331.3585    -334.9128       3.5543   376.7
1.2960        -331.3536    -334.8597       3.5061   371.6
1.2965        -331.3486    -334.8134       3.4648   367.2
1.2970        -331.3450    -334.8038       3.4588   366.6
1.2975        -331.3434    -334.8427       3.4994   370.9
1.2980        -331.3440    -334.9129       3.5689   378.2
1.2985        -331.3445    -334.9739       3.6294   384.6
1.2990        -331.3433    -334.9920       3.6486   386.7
1.2995        -331.3407    -334.9652       3.6245   384.1
1.3000        -331.3382    -334.9205       3.5823   379.6
1.3005        -331.3373    -334.8898       3.5525   376.5
1.3010        -331.3380    -334.8913       3.5533   376.6
1.3015        -331.3403    -334.9248       3.5845   379.9
1.3020        -331.3428    -334.9755       3.6327   385.0
1.3025        -331.3454    -335.0282       3.6828   390.3
1.3030        -331.3482    -335.0735       3.7253   394.8
1.3035        -331.3510    -335.1090       3.7580   398.3
1.3040        -331.3556    -335.1363       3.7807   400.7
1.3045        -331.3609    -335.1480       3.7870   401.3
1.3050        -331.3672    -335.1342       3.7670   399.2
1.3055        -331.3727    -335.0880       3.7153   393.7
1.3060        -331.3779    -335.0193       3.6414   385.9
1.3065        -331.3837    -334.9507       3.5670   378.0
1.3070        -331.3907    -334.9042       3.5135   372.3
1.3075        -331.3984    -334.8918       3.4933   370.2
1.3080        -331.4076    -334.9123       3.5047   371.4
1.3085        -331.4178    -334.9483       3.5305   374.2
1.3090        -331.4277    -334.9738       3.5461   375.8
1.3095        -331.4377    -334.9681       3.5304   374.1
1.3100        -331.4461    -334.9229       3.4768   368.5
1.3105        -331.4547    -334.8495       3.3949   359.8
1.3110        -331.4626    -334.7665       3.3039   350.1
1.3115        -331.4705    -334.6984       3.2279   342.1
1.3120        -331.4785    -334.6683       3.1898   338.0
1.3125        -331.4875    -334.6912       3.2037   339.5
1.3130        -331.4974    -334.7652       3.2678   346.3
1.3135        -331.5086    -334.8727       3.3641   356.5
1.3140        -331.5202    -334.9822       3.4620   366.9
1.3145        -331.5312    -335.0653       3.5341   374.5
1.3150        -331.5416    -335.1107       3.5692   378.3
1.3155        -331.5521    -335.1241       3.5721   378.6
1.3160        -331.5636    -335.1156       3.5520   376.4
1.3165        -331.5756    -335.0894       3.5138   372.4
1.3170        -331.5877    -335.0475       3.4598   366.7
1.3175        -331.5993    -334.9935       3.3942   359.7
1.3180        -331.6096    -334.9410       3.3315   353.1
1.3185        -331.6203    -334.9158       3.2955   349.2
1.3190        -331.6325    -334.9376       3.3051   350.3
1.3195        -331.6464    -335.0030       3.3566   355.7
1.3200        -331.6612    -335.0844       3.4233   362.8
1.3205        -331.6756    -335.1464       3.4708   367.8
1.3210        -331.6890    -335.1645       3.4755   368.3
1.3215        -331.7012    -335.1350       3.4338   363.9
1.3220        -331.7135    -335.0741       3.3606   356.1
1.3225        -331.7252    -335.0046       3.2795   347.5
1.3230        -331.7373    -334.9508       3.2135   340.6
1.3235        -331.7500    -334.9271       3.1771   336.7
1.3240        -331.7631    -334.9352       3.1721   336.2
1.3245        -331.7764    -334.9668       3.1904   338.1
1.3250        -331.7891    -335.0123       3.2233   341.6
1.3255        -331.8019    -335.0679       3.2659   346.1
1.3260        -331.8153    -335.1299       3.3146   351.3
1.3265        -331.8291    -335.1912       3.3620   356.3
1.3270        -331.8435    -335.2395       3.3961   359.9
1.3275        -331.8579    -335.2601       3.4022   360.6
1.3280        -331.8721    -335.2405       3.3684   357.0
1.3285        -331.8843    -335.1806       3.2963   349.3
1.3290        -331.8955    -335.1039       3.2084   340.0
1.3295        -331.9066    -335.0454       3.1388   332.6
1.3300        -331.9188    -335.0347       3.1159   330.2
1.3305        -331.9327    -335.0787       3.1459   333.4
1.3310        -331.9477    -335.1565       3.2088   340.1
1.3315        -331.9622    -335.2330       3.2708   346.6
1.3320        -331.9762    -335.2776       3.3015   349.9
1.3325        -331.9891    -335.2743       3.2852   348.2
1.3330        -332.0017    -335.2231       3.2214   341.4
1.3335        -332.0134    -335.1312       3.1178   330.4
1.3340        -332.0239    -335.0140       2.9901   316.9
1.3345        -332.0337    -334.8954       2.8617   303.3
1.3350        -332.0431    -334.7997       2.7566   292.1
1.3355        -332.0517    -334.7459       2.6943   285.5
1.3360        -332.0605    -334.7466       2.6861   284.7
1.3365        -332.0695    -334.8010       2.7315   289.5
1.3370        -332.0791    -334.8958       2.8167   298.5
1.3375        -332.0890    -335.0043       2.9152   309.0
1.3380        -332.0989    -335.0906       2.9917   317.1
1.3385        -332.1075    -335.1204       3.0130   319.3
1.3390        -332.1144    -335.0754       2.9611   313.8
1.3395        -332.1187    -334.9629       2.8442   301.4
1.3400        -332.1210    -334.8205       2.6996   286.1
1.3405        -332.1227    -334.7045       2.5818   273.6
1.3410        -332.1253    -334.6664       2.5411   269.3
1.3415        -332.1298    -334.7295       2.5996   275.5
1.3420        -332.1356    -334.8791       2.7435   290.7
1.3425        -332.1422    -335.0696       2.9275   310.2
1.3430        -332.1480    -335.2391       3.0911   327.6
1.3435        -332.1520    -335.3347       3.1827   337.3
1.3440        -332.1534    -335.3321       3.1787   336.9
1.3445        -332.1523    -335.2470       3.0946   328.0
1.3450        -332.1502    -335.1302       2.9800   315.8
1.3455        -332.1487    -335.0445       2.8958   306.9
1.3460        -332.1491    -335.0333       2.8842   305.7
1.3465        -332.1512    -335.1036       2.9524   312.9
1.3470        -332.1539    -335.2312       3.0773   326.1
1.3475        -332.1559    -335.3775       3.2216   341.4
1.3480        -332.1573    -335.5083       3.3510   355.1
1.3485        -332.1584    -335.5978       3.4393   364.5
1.3490        -332.1594    -335.6284       3.4690   367.6
1.3495        -332.1594    -335.5943       3.4350   364.0
1.3500        -332.1588    -335.5064       3.3475   354.8
1.3505        -332.1575    -335.3893       3.2317   342.5
1.3510        -332.1560    -335.2804       3.1244   331.1
1.3515        -332.1550    -335.2188       3.0638   324.7
1.3520        -332.1556    -335.2307       3.0750   325.9
1.3525        -332.1588    -335.3129       3.1541   334.3
1.3530        -332.1623    -335.4267       3.2644   346.0
