Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.9655        -332.7690    -336.0961       3.3271   352.6
0.9660        -332.7581    -336.0523       3.2942   349.1
0.9665        -332.7487    -336.0404       3.2917   348.8
0.9670        -332.7407    -336.0704       3.3297   352.9
0.9675        -332.7336    -336.1317       3.3982   360.1
0.9680        -332.7258    -336.2005       3.4748   368.2
0.9685        -332.7177    -336.2578       3.5401   375.2
0.9690        -332.7085    -336.2931       3.5846   379.9
0.9695        -332.7003    -336.3092       3.6088   382.5
0.9700        -332.6920    -336.3079       3.6159   383.2
0.9705        -332.6848    -336.2932       3.6084   382.4
0.9710        -332.6775    -336.2686       3.5911   380.6
0.9715        -332.6704    -336.2429       3.5726   378.6
0.9720        -332.6635    -336.2296       3.5661   377.9
0.9725        -332.6579    -336.2407       3.5828   379.7
0.9730        -332.6539    -336.2764       3.6225   383.9
0.9735        -332.6510    -336.3202       3.6692   388.9
0.9740        -332.6485    -336.3445       3.6960   391.7
0.9745        -332.6458    -336.3238       3.6780   389.8
0.9750        -332.6424    -336.2476       3.6052   382.1
0.9755        -332.6383    -336.1261       3.4879   369.6
0.9760        -332.6345    -335.9879       3.3535   355.4
0.9765        -332.6313    -335.8673       3.2360   342.9
0.9770        -332.6294    -335.7889       3.1596   334.8
0.9775        -332.6292    -335.7547       3.1254   331.2
0.9780        -332.6289    -335.7430       3.1141   330.0
0.9785        -332.6279    -335.7304       3.1024   328.8
0.9790        -332.6262    -335.7014       3.0752   325.9
0.9795        -332.6229    -335.6539       3.0310   321.2
0.9800        -332.6193    -335.5999       2.9806   315.9
0.9805        -332.6160    -335.5526       2.9366   311.2
0.9810        -332.6127    -335.5188       2.9060   308.0
0.9815        -332.6089    -335.5001       2.8912   306.4
0.9820        -332.6049    -335.4992       2.8943   306.7
0.9825        -332.6003    -335.5167       2.9164   309.1
0.9830        -332.5960    -335.5521       2.9562   313.3
0.9835        -332.5916    -335.5977       3.0061   318.6
0.9840        -332.5871    -335.6396       3.0525   323.5
0.9845        -332.5817    -335.6639       3.0823   326.6
0.9850        -332.5749    -335.6663       3.0914   327.6
0.9855        -332.5675    -335.6560       3.0884   327.3
0.9860        -332.5602    -335.6488       3.0885   327.3
0.9865        -332.5535    -335.6577       3.1041   329.0
0.9870        -332.5473    -335.6837       3.1364   332.4
0.9875        -332.5404    -335.7177       3.1772   336.7
0.9880        -332.5334    -335.7524       3.2190   341.1
0.9885        -332.5258    -335.7824       3.2565   345.1
0.9890        -332.5188    -335.8047       3.2859   348.2
0.9895        -332.5115    -335.8145       3.3030   350.0
0.9900        -332.5035    -335.8069       3.3034   350.1
0.9905        -332.4955    -335.7829       3.2874   348.4
0.9910        -332.4872    -335.7483       3.2611   345.6
0.9915        -332.4795    -335.7129       3.2334   342.7
0.9920        -332.4719    -335.6826       3.2107   340.3
0.9925        -332.4645    -335.6598       3.1953   338.6
0.9930        -332.4575    -335.6425       3.1850   337.5
0.9935        -332.4503    -335.6231       3.1728   336.2
0.9940        -332.4434    -335.5920       3.1486   333.7
0.9945        -332.4360    -335.5406       3.1045   329.0
0.9950        -332.4276    -335.4681       3.0405   322.2
0.9955        -332.4188    -335.3853       2.9666   314.4
0.9960        -332.4100    -335.3100       2.9000   307.3
0.9965        -332.4020    -335.2555       2.8535   302.4
0.9970        -332.3943    -335.2220       2.8277   299.7
0.9975        -332.3865    -335.2003       2.8138   298.2
0.9980        -332.3779    -335.1770       2.7991   296.6
0.9985        -332.3681    -335.1449       2.7768   294.3
0.9990        -332.3573    -335.1074       2.7501   291.5
0.9995        -332.3459    -335.0761       2.7303   289.3
1.0000        -332.3345    -335.0630       2.7285   289.2
1.0005        -332.3228    -335.0747       2.7519   291.6
1.0010        -332.3106    -335.1135       2.8029   297.0
1.0015        -332.2982    -335.1756       2.8774   304.9
1.0020        -332.2850    -335.2509       2.9659   314.3
1.0025        -332.2712    -335.3271       3.0559   323.9
1.0030        -332.2564    -335.3917       3.1353   332.3
1.0035        -332.2409    -335.4368       3.1959   338.7
1.0040        -332.2249    -335.4586       3.2337   342.7
1.0045        -332.2080    -335.4574       3.2493   344.4
1.0050        -332.1911    -335.4405       3.2494   344.4
1.0055        -332.1739    -335.4204       3.2465   344.1
1.0060        -332.1574    -335.4109       3.2535   344.8
1.0065        -332.1411    -335.4162       3.2751   347.1
1.0070        -332.1254    -335.4328       3.3074   350.5
1.0075        -332.1096    -335.4493       3.3397   353.9
1.0080        -332.0931    -335.4543       3.3611   356.2
1.0085        -332.0760    -335.4458       3.3698   357.1
1.0090        -332.0588    -335.4315       3.3727   357.4
1.0095        -332.0421    -335.4226       3.3806   358.3
1.0100        -332.0250    -335.4273       3.4023   360.6
1.0105        -332.0085    -335.4534       3.4449   365.1
1.0110        -331.9926    -335.5048       3.5122   372.2
1.0115        -331.9771    -335.5773       3.6002   381.5
1.0120        -331.9616    -335.6605       3.6989   392.0
1.0125        -331.9467    -335.7396       3.7929   402.0
1.0130        -331.9317    -335.7976       3.8659   409.7
1.0135        -331.9174    -335.8237       3.9064   414.0
1.0140        -331.9030    -335.8114       3.9084   414.2
1.0145        -331.8896    -335.7641       3.8745   410.6
1.0150        -331.8770    -335.6898       3.8128   404.1
1.0155        -331.8646    -335.6015       3.7369   396.0
1.0160        -331.8534    -335.5193       3.6660   388.5
1.0165        -331.8432    -335.4608       3.6175   383.4
1.0170        -331.8348    -335.4357       3.6009   381.6
1.0175        -331.8272    -335.4400       3.6128   382.9
1.0180        -331.8206    -335.4593       3.6387   385.6
1.0185        -331.8139    -335.4738       3.6599   387.9
1.0190        -331.8069    -335.4716       3.6646   388.4
1.0195        -331.7995    -335.4542       3.6546   387.3
1.0200        -331.7930    -335.4369       3.6440   386.2
1.0205        -331.7869    -335.4353       3.6483   386.6
1.0210        -331.7824    -335.4602       3.6778   389.8
1.0215        -331.7799    -335.5077       3.7278   395.1
1.0220        -331.7779    -335.5558       3.7779   400.4
1.0225        -331.7753    -335.5839       3.8086   403.6
1.0230        -331.7728    -335.5848       3.8120   404.0
1.0235        -331.7711    -335.5635       3.7925   401.9
1.0240        -331.7698    -335.5311       3.7613   398.6
1.0245        -331.7698    -335.4962       3.7265   394.9
1.0250        -331.7710    -335.4611       3.6901   391.1
1.0255        -331.7726    -335.4223       3.6497   386.8
1.0260        -331.7747    -335.3783       3.6036   381.9
1.0265        -331.7769    -335.3295       3.5526   376.5
1.0270        -331.7798    -335.2780       3.4982   370.7
1.0275        -331.7828    -335.2249       3.4421   364.8
1.0280        -331.7861    -335.1721       3.3860   358.8
1.0285        -331.7896    -335.1211       3.3315   353.1
1.0290        -331.7929    -335.0736       3.2806   347.7
1.0295        -331.7961    -335.0343       3.2383   343.2
1.0300        -331.7989    -335.0119       3.2130   340.5
1.0305        -331.8016    -335.0174       3.2159   340.8
1.0310        -331.8052    -335.0602       3.2550   345.0
1.0315        -331.8095    -335.1384       3.3289   352.8
1.0320        -331.8148    -335.2375       3.4226   362.7
1.0325        -331.8201    -335.3319       3.5118   372.2
1.0330        -331.8250    -335.4009       3.5759   379.0
1.0335        -331.8296    -335.4366       3.6070   382.3
1.0340        -331.8343    -335.4423       3.6080   382.4
1.0345        -331.8395    -335.4274       3.5879   380.2
1.0350        -331.8451    -335.4013       3.5562   376.9
1.0355        -331.8513    -335.3706       3.5193   373.0
1.0360        -331.8572    -335.3398       3.4826   369.1
1.0365        -331.8640    -335.3155       3.4515   365.8
1.0370        -331.8713    -335.3011       3.4298   363.5
1.0375        -331.8787    -335.2968       3.4182   362.3
1.0380        -331.8860    -335.3026       3.4166   362.1
1.0385        -331.8938    -335.3204       3.4266   363.1
1.0390        -331.9013    -335.3530       3.4517   365.8
1.0395        -331.9098    -335.4050       3.4952   370.4
1.0400        -331.9198    -335.4723       3.5526   376.5
1.0405        -331.9309    -335.5405       3.6096   382.5
1.0410        -331.9416    -335.5886       3.6470   386.5
1.0415        -331.9519    -335.6053       3.6534   387.2
1.0420        -331.9621    -335.5961       3.6340   385.1
1.0425        -331.9720    -335.5782       3.6063   382.2
1.0430        -331.9833    -335.5717       3.5883   380.3
1.0435        -331.9956    -335.5863       3.5907   380.5
1.0440        -332.0092    -335.6215       3.6123   382.8
1.0445        -332.0241    -335.6644       3.6403   385.8
1.0450        -332.0396    -335.6930       3.6534   387.2
1.0455        -332.0553    -335.6843       3.6290   384.6
1.0460        -332.0702    -335.6236       3.5534   376.6
1.0465        -332.0841    -335.5113       3.4272   363.2
1.0470        -332.0971    -335.3617       3.2645   346.0
1.0475        -332.1091    -335.1978       3.0887   327.3
1.0480        -332.1206    -335.0458       2.9252   310.0
1.0485        -332.1313    -334.9291       2.7978   296.5
1.0490        -332.1418    -334.8654       2.7236   288.6
1.0495        -332.1520    -334.8631       2.7110   287.3
1.0500        -332.1633    -334.9195       2.7563   292.1
1.0505        -332.1746    -335.0144       2.8398   301.0
1.0510        -332.1857    -335.1195       2.9338   310.9
1.0515        -332.1966    -335.2085       3.0119   319.2
1.0520        -332.2056    -335.2627       3.0571   324.0
1.0525        -332.2133    -335.2837       3.0704   325.4
1.0530        -332.2211    -335.2895       3.0684   325.2
1.0535        -332.2285    -335.2989       3.0704   325.4
1.0540        -332.2366    -335.3283       3.0917   327.7
1.0545        -332.2450    -335.3844       3.1394   332.7
1.0550        -332.2538    -335.4648       3.2110   340.3
1.0555        -332.2631    -335.5581       3.2950   349.2
1.0560        -332.2732    -335.6469       3.3737   357.5
1.0565        -332.2830    -335.7088       3.4257   363.0
1.0570        -332.2923    -335.7275       3.4352   364.0
1.0575        -332.3012    -335.7013       3.4001   360.3
1.0580        -332.3090    -335.6407       3.3316   353.1
1.0585        -332.3165    -335.5686       3.2521   344.7
1.0590        -332.3246    -335.5120       3.1873   337.8
1.0595        -332.3332    -335.4894       3.1562   334.5
1.0600        -332.3423    -335.5088       3.1665   335.6
1.0605        -332.3523    -335.5662       3.2139   340.6
1.0610        -332.3627    -335.6447       3.2819   347.8
1.0615        -332.3733    -335.7202       3.3469   354.7
1.0620        -332.3833    -335.7722       3.3889   359.1
1.0625        -332.3926    -335.7925       3.3999   360.3
1.0630        -332.4015    -335.7875       3.3861   358.8
1.0635        -332.4098    -335.7762       3.3664   356.8
1.0640        -332.4190    -335.7813       3.3622   356.3
1.0645        -332.4296    -335.8130       3.3834   358.6
1.0650        -332.4410    -335.8652       3.4242   362.9
1.0655        -332.4527    -335.9203       3.4675   367.5
1.0660        -332.4645    -335.9610       3.4964   370.5
1.0665        -332.4764    -335.9787       3.5023   371.2
1.0670        -332.4878    -335.9703       3.4825   369.1
1.0675        -332.4992    -335.9384       3.4393   364.5
1.0680        -332.5102    -335.8911       3.3808   358.3
1.0685        -332.5216    -335.8390       3.3173   351.6
1.0690        -332.5325    -335.7923       3.2598   345.5
1.0695        -332.5434    -335.7644       3.2210   341.3
1.0700        -332.5545    -335.7650       3.2105   340.2
1.0705        -332.5661    -335.7983       3.2322   342.5
1.0710        -332.5786    -335.8601       3.2815   347.8
1.0715        -332.5913    -335.9362       3.3449   354.5
1.0720        -332.6050    -336.0094       3.4044   360.8
1.0725        -332.6185    -336.0600       3.4415   364.7
1.0730        -332.6315    -336.0758       3.4443   365.0
1.0735        -332.6438    -336.0577       3.4139   361.8
1.0740        -332.6558    -336.0176       3.3619   356.3
1.0745        -332.6678    -335.9735       3.3057   350.3
1.0750        -332.6797    -335.9442       3.2645   346.0
1.0755        -332.6920    -335.9453       3.2533   344.8
1.0760        -332.7054    -335.9829       3.2775   347.3
1.0765        -332.7199    -336.0462       3.3263   352.5
1.0770        -332.7351    -336.1113       3.3763   357.8
1.0775        -332.7495    -336.1518       3.4023   360.6
1.0780        -332.7639    -336.1494       3.3856   358.8
1.0785        -332.7767    -336.0975       3.3207   351.9
1.0790        -332.7888    -336.0092       3.2204   341.3
1.0795        -332.8004    -335.9086       3.1082   329.4
1.0800        -332.8118    -335.8188       3.0070   318.7
1.0805        -332.8227    -335.7583       2.9356   311.1
1.0810        -332.8338    -335.7391       2.9053   307.9
1.0815        -332.8454    -335.7612       2.9159   309.0
1.0820        -332.8572    -335.8123       2.9551   313.2
1.0825        -332.8689    -335.8707       3.0017   318.1
1.0830        -332.8800    -335.9136       3.0336   321.5
1.0835        -332.8901    -335.9265       3.0364   321.8
1.0840        -332.8989    -335.9077       3.0088   318.9
1.0845        -332.9069    -335.8702       2.9633   314.0
1.0850        -332.9150    -335.8330       2.9180   309.2
1.0855        -332.9229    -335.8096       2.8867   305.9
1.0860        -332.9305    -335.8066       2.8761   304.8
1.0865        -332.9382    -335.8253       2.8871   306.0
1.0870        -332.9456    -335.8632       2.9176   309.2
1.0875        -332.9528    -335.9168       2.9641   314.1
1.0880        -332.9598    -335.9811       3.0213   320.2
1.0885        -332.9668    -336.0485       3.0817   326.6
1.0890        -332.9741    -336.1091       3.1350   332.2
1.0895        -332.9809    -336.1505       3.1696   335.9
1.0900        -332.9868    -336.1666       3.1798   337.0
1.0905        -332.9921    -336.1622       3.1701   336.0
1.0910        -332.9970    -336.1509       3.1540   334.2
1.0915        -333.0020    -336.1499       3.1479   333.6
1.0920        -333.0078    -336.1715       3.1637   335.3
1.0925        -333.0142    -336.2147       3.2005   339.2
1.0930        -333.0210    -336.2656       3.2446   343.9
1.0935        -333.0278    -336.3062       3.2785   347.4
1.0940        -333.0335    -336.3223       3.2887   348.5
1.0945        -333.0388    -336.3131       3.2742   347.0
1.0950        -333.0437    -336.2875       3.2438   343.8
1.0955        -333.0490    -336.2585       3.2095   340.1
1.0960        -333.0543    -336.2353       3.1811   337.1
1.0965        -333.0596    -336.2235       3.1639   335.3
1.0970        -333.0648    -336.2250       3.1602   334.9
1.0975        -333.0704    -336.2405       3.1701   336.0
1.0980        -333.0757    -336.2666       3.1908   338.2
1.0985        -333.0818    -336.2968       3.2150   340.7
1.0990        -333.0881    -336.3168       3.2287   342.2
1.0995        -333.0934    -336.3110       3.2176   341.0
1.1000        -333.0985    -336.2730       3.1745   336.4
1.1005        -333.1024    -336.2061       3.1038   328.9
1.1010        -333.1055    -336.1264       3.0209   320.1
1.1015        -333.1080    -336.0549       2.9469   312.3
1.1020        -333.1110    -336.0141       2.9031   307.7
1.1025        -333.1145    -336.0141       2.8996   307.3
1.1030        -333.1181    -336.0515       2.9335   310.9
1.1035        -333.1217    -336.1139       2.9922   317.1
1.1040        -333.1247    -336.1831       3.0584   324.1
1.1045        -333.1270    -336.2443       3.1173   330.4
1.1050        -333.1295    -336.2893       3.1598   334.9
1.1055        -333.1316    -336.3116       3.1800   337.0
1.1060        -333.1338    -336.3071       3.1733   336.3
1.1065        -333.1353    -336.2735       3.1383   332.6
1.1070        -333.1359    -336.2176       3.0818   326.6
1.1075        -333.1357    -336.1561       3.0205   320.1
1.1080        -333.1358    -336.1122       2.9764   315.4
1.1085        -333.1366    -336.1027       2.9661   314.3
1.1090        -333.1381    -336.1288       2.9907   316.9
1.1095        -333.1400    -336.1736       3.0336   321.5
1.1100        -333.1412    -336.2107       3.0695   325.3
1.1105        -333.1411    -336.2209       3.0798   326.4
1.1110        -333.1399    -336.2000       3.0601   324.3
1.1115        -333.1380    -336.1570       3.0190   319.9
1.1120        -333.1359    -336.1080       2.9721   315.0
1.1125        -333.1335    -336.0697       2.9363   311.2
1.1130        -333.1316    -336.0557       2.9241   309.9
1.1135        -333.1298    -336.0680       2.9382   311.4
1.1140        -333.1286    -336.0983       2.9697   314.7
1.1145        -333.1262    -336.1279       3.0017   318.1
1.1150        -333.1237    -336.1424       3.0187   319.9
1.1155        -333.1198    -336.1321       3.0123   319.2
1.1160        -333.1152    -336.0999       2.9847   316.3
1.1165        -333.1103    -336.0568       2.9464   312.3
1.1170        -333.1054    -336.0144       2.9090   308.3
1.1175        -333.1008    -335.9794       2.8785   305.1
1.1180        -333.0963    -335.9514       2.8551   302.6
1.1185        -333.0915    -335.9237       2.8322   300.2
1.1190        -333.0865    -335.8879       2.8014   296.9
1.1195        -333.0803    -335.8370       2.7567   292.1
1.1200        -333.0735    -335.7708       2.6973   285.8
1.1205        -333.0663    -335.6933       2.6270   278.4
1.1210        -333.0581    -335.6131       2.5550   270.8
1.1215        -333.0494    -335.5433       2.4939   264.3
1.1220        -333.0407    -335.4959       2.4552   260.2
1.1225        -333.0315    -335.4782       2.4466   259.3
1.1230        -333.0217    -335.4929       2.4712   261.9
1.1235        -333.0115    -335.5383       2.5269   267.8
1.1240        -333.0003    -335.6064       2.6061   276.2
1.1245        -332.9881    -335.6851       2.6970   285.8
1.1250        -332.9744    -335.7635       2.7891   295.6
1.1255        -332.9596    -335.8352       2.8755   304.7
1.1260        -332.9441    -335.8963       2.9522   312.9
1.1265        -332.9273    -335.9441       3.0168   319.7
1.1270        -332.9102    -335.9786       3.0683   325.2
1.1275        -332.8929    -335.9984       3.1054   329.1
1.1280        -332.8749    -336.0021       3.1271   331.4
1.1285        -332.8566    -335.9901       3.1335   332.1
1.1290        -332.8383    -335.9642       3.1260   331.3
1.1295        -332.8197    -335.9269       3.1072   329.3
1.1300        -332.8011    -335.8814       3.0803   326.4
1.1305        -332.7824    -335.8321       3.0497   323.2
1.1310        -332.7636    -335.7845       3.0209   320.1
1.1315        -332.7453    -335.7433       2.9980   317.7
1.1320        -332.7269    -335.7078       2.9809   315.9
1.1325        -332.7086    -335.6738       2.9653   314.3
1.1330        -332.6898    -335.6368       2.9470   312.3
1.1335        -332.6700    -335.5955       2.9256   310.0
1.1340        -332.6498    -335.5565       2.9067   308.0
1.1345        -332.6293    -335.5308       2.9015   307.5
1.1350        -332.6090    -335.5272       2.9183   309.3
1.1355        -332.5881    -335.5481       2.9601   313.7
1.1360        -332.5664    -335.5931       3.0267   320.8
1.1365        -332.5442    -335.6598       3.1156   330.2
1.1370        -332.5213    -335.7432       3.2218   341.4
1.1375        -332.4976    -335.8341       3.3365   353.6
1.1380        -332.4741    -335.9194       3.4453   365.1
1.1385        -332.4493    -335.9804       3.5311   374.2
1.1390        -332.4239    -336.0050       3.5810   379.5
1.1395        -332.3981    -335.9894       3.5914   380.6
1.1400        -332.3723    -335.9405       3.5682   378.1
1.1405        -332.3468    -335.8743       3.5276   373.8
1.1410        -332.3223    -335.8119       3.4895   369.8
1.1415        -332.2989    -335.7676       3.4687   367.6
1.1420        -332.2768    -335.7473       3.4705   367.8
1.1425        -332.2550    -335.7448       3.4898   369.8
1.1430        -332.2329    -335.7503       3.5174   372.8
1.1435        -332.2110    -335.7587       3.5477   376.0
1.1440        -332.1890    -335.7684       3.5793   379.3
1.1445        -332.1678    -335.7770       3.6092   382.5
1.1450        -332.1474    -335.7772       3.6298   384.7
1.1455        -332.1265    -335.7581       3.6316   384.9
1.1460        -332.1053    -335.7174       3.6121   382.8
1.1465        -332.0841    -335.6664       3.5823   379.6
1.1470        -332.0641    -335.6250       3.5609   377.4
1.1475        -332.0453    -335.6059       3.5606   377.3
1.1480        -332.0277    -335.6087       3.5810   379.5
1.1485        -332.0104    -335.6228       3.6125   382.8
1.1490        -331.9929    -335.6360       3.6431   386.1
1.1495        -331.9758    -335.6423       3.6665   388.6
1.1500        -331.9590    -335.6396       3.6806   390.1
1.1505        -331.9430    -335.6299       3.6869   390.7
1.1510        -331.9274    -335.6138       3.6863   390.7
1.1515        -331.9134    -335.5882       3.6748   389.4
1.1520        -331.8996    -335.5431       3.6435   386.1
1.1525        -331.8857    -335.4734       3.5877   380.2
1.1530        -331.8712    -335.3870       3.5158   372.6
1.1535        -331.8570    -335.3091       3.4521   365.8
1.1540        -331.8442    -335.2696       3.4254   363.0
1.1545        -331.8332    -335.2828       3.4496   365.6
1.1550        -331.8233    -335.3383       3.5149   372.5
1.1555        -331.8128    -335.4111       3.5982   381.3
1.1560        -331.8020    -335.4817       3.6796   390.0
1.1565        -331.7910    -335.5394       3.7483   397.2
1.1570        -331.7803    -335.5824       3.8021   402.9
1.1575        -331.7702    -335.6139       3.8437   407.3
1.1580        -331.7613    -335.6367       3.8754   410.7
1.1585        -331.7527    -335.6502       3.8975   413.0
1.1590        -331.7454    -335.6564       3.9110   414.5
1.1595        -331.7391    -335.6550       3.9159   415.0
1.1600        -331.7340    -335.6442       3.9102   414.4
1.1605        -331.7297    -335.6218       3.8920   412.5
1.1610        -331.7259    -335.5872       3.8613   409.2
1.1615        -331.7230    -335.5444       3.8214   405.0
1.1620        -331.7210    -335.4990       3.7780   400.4
1.1625        -331.7201    -335.4557       3.7356   395.9
1.1630        -331.7201    -335.4163       3.6962   391.7
1.1635        -331.7209    -335.3792       3.6583   387.7
1.1640        -331.7223    -335.3395       3.6172   383.3
1.1645        -331.7235    -335.2933       3.5699   378.3
1.1650        -331.7242    -335.2449       3.5207   373.1
1.1655        -331.7251    -335.2096       3.4845   369.3
1.1660        -331.7264    -335.2071       3.4807   368.9
1.1665        -331.7294    -335.2514       3.5220   373.3
1.1670        -331.7342    -335.3396       3.6054   382.1
1.1675        -331.7394    -335.4534       3.7140   393.6
1.1680        -331.7456    -335.5688       3.8231   405.2
1.1685        -331.7520    -335.6607       3.9087   414.2
1.1690        -331.7589    -335.7127       3.9537   419.0
1.1695        -331.7665    -335.7191       3.9527   418.9
1.1700        -331.7736    -335.6857       3.9121   414.6
1.1705        -331.7816    -335.6335       3.8519   408.2
1.1710        -331.7907    -335.5874       3.7966   402.4
1.1715        -331.8014    -335.5635       3.7621   398.7
1.1720        -331.8133    -335.5645       3.7511   397.5
1.1725        -331.8268    -335.5806       3.7538   397.8
1.1730        -331.8408    -335.5940       3.7532   397.8
1.1735        -331.8546    -335.5877       3.7331   395.6
1.1740        -331.8689    -335.5529       3.6839   390.4
1.1745        -331.8828    -335.4875       3.6046   382.0
1.1750        -331.8965    -335.3993       3.5028   371.2
1.1755        -331.9098    -335.3040       3.3943   359.7
1.1760        -331.9229    -335.2212       3.2982   349.5
1.1765        -331.9373    -335.1644       3.2272   342.0
1.1770        -331.9512    -335.1325       3.1813   337.1
1.1775        -331.9646    -335.1204       3.1558   334.4
1.1780        -331.9773    -335.1275       3.1502   333.9
1.1785        -331.9903    -335.1584       3.1680   335.7
1.1790        -332.0043    -335.2099       3.2056   339.7
1.1795        -332.0187    -335.2681       3.2493   344.4
1.1800        -332.0326    -335.3151       3.2825   347.9
1.1805        -332.0460    -335.3408       3.2948   349.2
1.1810        -332.0587    -335.3458       3.2871   348.4
1.1815        -332.0712    -335.3414       3.2702   346.6
1.1820        -332.0840    -335.3407       3.2567   345.1
1.1825        -332.0978    -335.3502       3.2525   344.7
1.1830        -332.1120    -335.3664       3.2544   344.9
1.1835        -332.1263    -335.3762       3.2499   344.4
1.1840        -332.1397    -335.3663       3.2266   341.9
1.1845        -332.1522    -335.3360       3.1838   337.4
1.1850        -332.1638    -335.2972       3.1334   332.1
1.1855        -332.1754    -335.2689       3.0936   327.8
1.1860        -332.1878    -335.2639       3.0761   326.0
1.1865        -332.2008    -335.2806       3.0798   326.4
1.1870        -332.2134    -335.3076       3.0942   327.9
1.1875        -332.2255    -335.3348       3.1093   329.5
1.1880        -332.2368    -335.3576       3.1208   330.7
1.1885        -332.2481    -335.3777       3.1296   331.7
1.1890        -332.2592    -335.3968       3.1376   332.5
1.1895        -332.2706    -335.4141       3.1435   333.1
1.1900        -332.2817    -335.4262       3.1445   333.2
1.1905        -332.2929    -335.4310       3.1382   332.6
1.1910        -332.3037    -335.4267       3.1229   331.0
1.1915        -332.3141    -335.4128       3.0987   328.4
1.1920        -332.3240    -335.3906       3.0666   325.0
1.1925        -332.3338    -335.3638       3.0300   321.1
1.1930        -332.3432    -335.3371       2.9939   317.3
1.1935        -332.3521    -335.3138       2.9617   313.9
1.1940        -332.3613    -335.2944       2.9331   310.8
1.1945        -332.3700    -335.2730       2.9030   307.6
1.1950        -332.3781    -335.2427       2.8645   303.6
1.1955        -332.3854    -335.1988       2.8134   298.2
1.1960        -332.3913    -335.1439       2.7526   291.7
1.1965        -332.3964    -335.0895       2.6931   285.4
1.1970        -332.4008    -335.0508       2.6500   280.8
1.1975        -332.4050    -335.0411       2.6361   279.4
1.1980        -332.4098    -335.0634       2.6535   281.2
1.1985        -332.4146    -335.1045       2.6899   285.1
1.1990        -332.4187    -335.1425       2.7237   288.7
1.1995        -332.4211    -335.1578       2.7367   290.0
1.2000        -332.4222    -335.1467       2.7245   288.7
1.2005        -332.4220    -335.1208       2.6989   286.0
1.2010        -332.4215    -335.1014       2.6799   284.0
1.2015        -332.4216    -335.1048       2.6832   284.4
1.2020        -332.4222    -335.1320       2.7098   287.2
1.2025        -332.4221    -335.1686       2.7465   291.1
1.2030        -332.4212    -335.1994       2.7782   294.4
1.2035        -332.4190    -335.2169       2.7979   296.5
1.2040        -332.4158    -335.2256       2.8098   297.8
1.2045        -332.4122    -335.2381       2.8259   299.5
1.2050        -332.4091    -335.2628       2.8537   302.4
1.2055        -332.4064    -335.2941       2.8877   306.0
1.2060        -332.4030    -335.3150       2.9120   308.6
1.2065        -332.3976    -335.3111       2.9135   308.8
1.2070        -332.3911    -335.2864       2.8953   306.8
1.2075        -332.3833    -335.2603       2.8770   304.9
1.2080        -332.3770    -335.2584       2.8814   305.4
1.2085        -332.3710    -335.2862       2.9152   308.9
1.2090        -332.3654    -335.3317       2.9663   314.4
1.2095        -332.3588    -335.3721       3.0133   319.3
1.2100        -332.3512    -335.3899       3.0387   322.0
1.2105        -332.3420    -335.3816       3.0396   322.1
1.2110        -332.3324    -335.3620       3.0297   321.1
1.2115        -332.3230    -335.3523       3.0293   321.0
1.2120        -332.3139    -335.3652       3.0513   323.4
1.2125        -332.3058    -335.4013       3.0955   328.1
1.2130        -332.2973    -335.4475       3.1502   333.9
1.2135        -332.2885    -335.4862       3.1977   338.9
1.2140        -332.2783    -335.5041       3.2258   341.9
1.2145        -332.2671    -335.5042       3.2371   343.1
1.2150        -332.2566    -335.5003       3.2437   343.8
1.2155        -332.2466    -335.5011       3.2545   344.9
1.2160        -332.2366    -335.5063       3.2697   346.5
1.2165        -332.2263    -335.5121       3.2858   348.2
1.2170        -332.2152    -335.5192       3.3040   350.2
1.2175        -332.2045    -335.5347       3.3303   352.9
1.2180        -332.1942    -335.5630       3.3687   357.0
1.2185        -332.1848    -335.5983       3.4135   361.8
1.2190        -332.1753    -335.6248       3.4495   365.6
1.2195        -332.1654    -335.6279       3.4625   366.9
1.2200        -332.1549    -335.6026       3.4478   365.4
1.2205        -332.1442    -335.5565       3.4123   361.6
1.2210        -332.1334    -335.5056       3.3721   357.4
1.2215        -332.1238    -335.4688       3.3449   354.5
1.2220        -332.1151    -335.4556       3.3404   354.0
1.2225        -332.1069    -335.4654       3.3586   355.9
1.2230        -332.0994    -335.4895       3.3902   359.3
1.2235        -332.0915    -335.5113       3.4197   362.4
1.2240        -332.0839    -335.5163       3.4324   363.8
1.2245        -332.0757    -335.4949       3.4192   362.4
1.2250        -332.0671    -335.4485       3.3814   358.3
1.2255        -332.0593    -335.3870       3.3277   352.7
1.2260        -332.0514    -335.3189       3.2675   346.3
1.2265        -332.0433    -335.2534       3.2101   340.2
1.2270        -332.0355    -335.2025       3.1669   335.6
1.2275        -332.0275    -335.1777       3.1502   333.9
1.2280        -332.0206    -335.1879       3.1673   335.7
1.2285        -332.0139    -335.2258       3.2120   340.4
1.2290        -332.0078    -335.2717       3.2639   345.9
1.2295        -332.0009    -335.2984       3.2975   349.5
1.2300        -331.9929    -335.2882       3.2952   349.2
1.2305        -331.9841    -335.2396       3.2554   345.0
1.2310        -331.9746    -335.1688       3.1943   338.5
1.2315        -331.9653    -335.1038       3.1386   332.6
1.2320        -331.9568    -335.0697       3.1128   329.9
1.2325        -331.9492    -335.0795       3.1304   331.7
1.2330        -331.9426    -335.1294       3.1868   337.7
1.2335        -331.9357    -335.2009       3.2652   346.0
